polyu_id,note_count,beat_count,is_duration_pred,has_rhythm_marked,qupai,source,volume,volume_region,volume_mode,qupai_brackets_removed
287.1,53,6,True,False,《奉時春》,月令承應,1,南詞,仙呂宮引,奉時春
287.2,53,5,True,False,《鵲橋仙（廣寒秋）》,琵琶記,1,南詞,仙呂宮引,鵲橋仙
288.1,53,7,True,False,《金雞叫》,月令承應,1,南詞,仙呂宮引,金雞叫
289.1,41,5,True,False,《探春令（景龍燈）》,月令承應,1,南詞,仙呂宮引,探春令
289.2,63,8,True,False,《望遠行》,勸善金科,1,南詞,仙呂宮引,望遠行
290.1,41,5,True,False,《天下樂（天下歡）》,勸善金科,1,南詞,仙呂宮引,天下樂
290.2,44,5,True,False,《紫蘇丸》,拜月亭,1,南詞,仙呂宮引,紫蘇丸
291.1,50,7,True,False,《似娘兒》,勸善金科,1,南詞,仙呂宮引,似娘兒
291.2,45,5,True,False,《夜行船（夜游湖）》,勸善金科,1,南詞,仙呂宮引,夜行船
292.1,37,5,True,False,《番卜算》,勸善金科,1,南詞,仙呂宮引,番卜算
292.2,47,5,True,False,《劍器令》,勸善金科,1,南詞,仙呂宮引,劍器令
293.1,79,10,True,False,《聲聲慢》,勸善金科,1,南詞,仙呂宮引,聲聲慢
294.1,52,8,True,False,《河傳（慶同天）》,明珠記,1,南詞,仙呂宮引,河傳
294.2,35,5,True,False,《卜算子（百尺樓）》,綵樓記,1,南詞,仙呂宮引,卜算子
295.1,89,12,True,False,《小蓬萊》,荊釵記,1,南詞,仙呂宮引,小蓬萊
295.2,107,10,True,False,《鷓鴣天（驪歌一疊）》,金蓮記,1,南詞,仙呂宮引,鷓鴣天
296.1,89,10,True,False,《杜韋娘》,荊釵記,1,南詞,仙呂宮引,杜韋娘
297.1,51,6,True,False,《糖多令（南樓令）》,紫釵記,1,南詞,仙呂宮引,糖多令
297.2,56,7,True,False,《夜遊宮》,牡丹亭,1,南詞,仙呂宮引,夜遊宮
298.1,75,10,True,False,《洞房春》,三元記,1,南詞,仙呂宮引,洞房春
299.1,100,10,True,False,《踏莎行》,三元記,1,南詞,仙呂宮引,踏莎行
300.1,176,21,True,False,《踈簾淡月（桂枝香）》,張輯詞,1,南詞,仙呂宮引,踈簾淡月
301.1,163,21,True,False,《八聲甘州（瀟湘雨）》,柳永詞,1,南詞,仙呂宮引,八聲甘州
302.1,91,12,True,False,《花心動（好心動）》,荊釵記,1,南詞,仙呂宮引,花心動
303.1,88,11,True,False,《花心動（好心動）》,琵琶記,1,南詞,仙呂宮引,花心動
304.1,93,11,True,False,《珍珠簾》,紫釵記,1,南詞,仙呂宮引,珍珠簾
305.1,90,10,True,False,《珍珠簾》,臥冰記,1,南詞,仙呂宮引,珍珠簾
306.1,58,7,True,False,《風入松慢》,一種情,1,南詞,仙呂宮引,風入松慢
306.2,94,9,True,False,《謁金門（垂楊碧）》,琵琶記,1,南詞,仙呂宮引,謁金門
307.1,67,9,True,False,《五供養》,綵樓記,1,南詞,仙呂宮引,五供養
307.2,71,9,True,False,《五供養》,拜月亭,1,南詞,仙呂宮引,五供養
308.1,90,11,True,False,《月上海棠》,東墻記,1,南詞,仙呂宮引,月上海棠
309.1,40,5,True,False,《海棠春（海棠花）》,水滸記,1,南詞,仙呂宮引,海棠春
310.1,59,8,True,False,《金瓏璁》,玉鏡記,1,南詞,仙呂宮引,金瓏璁
310.2,66,8,True,False,《惜奴嬌》,人獸關,1,南詞,仙呂宮引,惜奴嬌
311.1,54,5,True,False,《胡搗練（搖練子）》,殺狗記,1,南詞,仙呂宮引,胡搗練
311.2,41,5,True,False,《胡搗練（搖練子）》,琵琶記,1,南詞,仙呂宮引,胡搗練
312.1,76,9,True,False,《西河柳》,寶劍記,1,南詞,仙呂宮引,西河柳
312.2,34,5,True,False,《西河柳》,贈書記,1,南詞,仙呂宮引,西河柳
331.1,118,50,True,True,《步步嬌（潘妃曲）》,月令承應,2,南詞,仙呂宮正曲,步步嬌
331.2,73,27,True,True,《步步嬌（潘妃曲）》,琵琶記,2,南詞,仙呂宮正曲,步步嬌
332.1,128,48,True,True,《步步嬌（潘妃曲）》,散曲,2,南詞,仙呂宮正曲,步步嬌
333.1,130,50,True,True,《步步嬌（潘妃曲）》,散曲,2,南詞,仙呂宮正曲,步步嬌
333.2,144,50,True,True,《步步嬌（潘妃曲）》,牡丹亭,2,南詞,仙呂宮正曲,步步嬌
334.1,133,50,True,True,《步步嬌（潘妃曲）》,占花魁,2,南詞,仙呂宮正曲,步步嬌
336.1,178,87,True,True,《江兒水（岷江綠）》,月令承應,2,南詞,仙呂宮正曲,江兒水
337.1,107,47,True,True,《江兒水（岷江綠）》,金雀記,2,南詞,仙呂宮正曲,江兒水
337.2,161,81,True,True,《江兒水（岷江綠）》,荊釵記,2,南詞,仙呂宮正曲,江兒水
338.1,58,33,True,True,《古江兒水》,琵琶記,2,南詞,仙呂宮正曲,古江兒水
339.1,59,34,True,True,《古江兒水》,醉菩提,2,南詞,仙呂宮正曲,古江兒水
340.1,106,49,True,True,《皂羅袍（烏衣令、問花袍子）》,月令承應,2,南詞,仙呂宮正曲,皂羅袍
341.1,110,49,True,True,《皂羅袍（烏衣令、問花袍子）》,綵樓記,2,南詞,仙呂宮正曲,皂羅袍
341.2,146,59,True,True,《古皂羅袍》,臥冰記,2,南詞,仙呂宮正曲,古皂羅袍
343.1,129,51,True,True,《古皂羅袍》,殺狗記,2,南詞,仙呂宮正曲,古皂羅袍
344.1,73,34,True,True,《古皂羅袍》,殺狗記,2,南詞,仙呂宮正曲,古皂羅袍
344.2,79,34,True,True,《好姐姐》,月令承應,2,南詞,仙呂宮正曲,好姐姐
345.1,157,78,True,True,《好姐姐》,荊釵記,2,南詞,仙呂宮正曲,好姐姐
346.1,87,38,True,True,《好姐姐》,琵琶記,2,南詞,仙呂宮正曲,好姐姐
347.1,109,39,True,True,《好姐姐》,散曲,2,南詞,仙呂宮正曲,好姐姐
348.1,128,55,True,True,《美中美》,月令承應,2,南詞,仙呂宮正曲,美中美
349.1,89,29,True,True,《美中美》,梅嶺記,2,南詞,仙呂宮正曲,美中美
349.2,115,54,True,True,《天下樂（天下歡）》,月令承應,2,南詞,仙呂宮正曲,天下樂
350.1,89,53,True,True,《天下樂（天下歡）》,白兔記,2,南詞,仙呂宮正曲,天下樂
351.1,261,137,True,True,《河傳序》,月令承應,2,南詞,仙呂宮正曲,河傳序
352.1,171,67,True,True,《河傳序》,月令承應,2,南詞,仙呂宮正曲,河傳序
354.1,163,79,True,True,《玉連環》,月令承應,2,南詞,仙呂宮正曲,玉連環
355.1,110,42,True,True,《玉連環》,月令承應,2,南詞,仙呂宮正曲,玉連環
356.1,170,80,True,True,《玉連環》,明珠記,2,南詞,仙呂宮正曲,玉連環
356.2,101,40,True,True,《玉連環》,明珠記,2,南詞,仙呂宮正曲,玉連環
357.1,153,73,True,True,《傍粧臺（臨鏡序）》,月令承應,2,南詞,仙呂宮正曲,傍粧臺
358.1,153,84,True,True,《傍粧臺（臨鏡序）》,節孝記,2,南詞,仙呂宮正曲,傍粧臺
359.1,106,36,True,True,《傍粧臺（臨鏡序）》,綱常記,2,南詞,仙呂宮正曲,傍粧臺
360.1,222,95,True,True,《春從天上來》,月令承應,2,南詞,仙呂宮正曲,春從天上來
361.1,114,51,True,True,《春從天上來》,散曲,2,南詞,仙呂宮正曲,春從天上來
362.1,138,64,True,True,《安樂神》,月令承應,2,南詞,仙呂宮正曲,安樂神
362.2,58,34,True,True,《安樂神》,散曲,2,南詞,仙呂宮正曲,安樂神
363.1,177,88,True,True,《桂枝香（踈簾淡月）》,琵琶記,2,南詞,仙呂宮正曲,桂枝香
364.1,193,90,True,True,《桂枝香（踈簾淡月）》,紅梨記,2,南詞,仙呂宮正曲,桂枝香
365.1,191,86,True,True,《桂枝香（踈簾淡月）》,玉簪記,2,南詞,仙呂宮正曲,桂枝香
366.1,117,56,True,True,《掉角兒序》,月令承應,2,南詞,仙呂宮正曲,掉角兒序
367.1,92,56,True,True,《掉角兒序》,玉簪記,2,南詞,仙呂宮正曲,掉角兒序
368.1,84,54,True,True,《掉角兒序》,散曲,2,南詞,仙呂宮正曲,掉角兒序
369.1,121,58,True,True,《望吾鄉》,月令承應,2,南詞,仙呂宮正曲,望吾鄉
370.1,110,46,True,True,《望吾鄉》,八義記,2,南詞,仙呂宮正曲,望吾鄉
370.2,86,41,True,True,《一盆花》,梅嶺記,2,南詞,仙呂宮正曲,一盆花
371.1,75,42,True,True,《一盆花》,牧羊記,2,南詞,仙呂宮正曲,一盆花
372.1,169,53,True,True,《鵝鴨滿渡船》,長生殿,2,南詞,仙呂宮正曲,鵝鴨滿渡船
373.1,158,59,True,True,《鵝鴨滿渡船》,慶有餘,2,南詞,仙呂宮正曲,鵝鴨滿渡船
374.1,171,55,True,True,《鵝鴨滿渡船》,散曲,2,南詞,仙呂宮正曲,鵝鴨滿渡船
375.1,93,38,True,True,《鵝鴨滿渡船》,孤兒記,2,南詞,仙呂宮正曲,鵝鴨滿渡船
376.1,82,34,True,True,《赤馬兒》,永團圓,2,南詞,仙呂宮正曲,赤馬兒
377.1,76,32,True,True,《赤馬兒》,長生殿,2,南詞,仙呂宮正曲,赤馬兒
378.1,62,34,True,True,《抝芝蔴》,永團圓,2,南詞,仙呂宮正曲,抝芝蔴
379.1,77,39,True,True,《青歌兒》,法宮雅奏,2,南詞,仙呂宮正曲,青歌兒
380.1,36,15,True,True,《青歌兒》,殺狗記,2,南詞,仙呂宮正曲,青歌兒
380.2,31,16,True,True,《青歌兒》,牧羊記,2,南詞,仙呂宮正曲,青歌兒
381.1,34,17,True,True,《青歌兒》,荊釵記,2,南詞,仙呂宮正曲,青歌兒
382.1,112,44,True,True,《錦上花》,月令承應,2,南詞,仙呂宮正曲,錦上花
382.2,92,44,True,True,《錦上花》,殺狗記,2,南詞,仙呂宮正曲,錦上花
384.1,94,53,True,True,《青天歌》,月令承應,2,南詞,仙呂宮正曲,青天歌
384.2,104,56,True,True,《青天歌》,月令承應,2,南詞,仙呂宮正曲,青天歌
385.1,38,19,True,True,《青天歌》,千金記,2,南詞,仙呂宮正曲,青天歌
385.2,40,19,True,True,《青天歌》,紅拂記,2,南詞,仙呂宮正曲,青天歌
386.1,122,48,True,True,《醉扶歸》,月令承應,2,南詞,仙呂宮正曲,醉扶歸
387.1,136,48,True,True,《醉扶歸》,牡丹亭,2,南詞,仙呂宮正曲,醉扶歸
388.1,126,46,True,True,《醉扶歸》,琵琶記,2,南詞,仙呂宮正曲,醉扶歸
389.1,91,25,True,True,《醉扶歸》,江流記,2,南詞,仙呂宮正曲,醉扶歸
390.1,113,52,True,True,《園林好》,月令承應,2,南詞,仙呂宮正曲,園林好
390.2,118,54,True,True,《園林好》,琵琶記,2,南詞,仙呂宮正曲,園林好
390.3,119,62,True,True,《園林好》,琵琶記,2,南詞,仙呂宮正曲,園林好
391.1,87,47,True,True,《月上海棠》,憐香伴,2,南詞,仙呂宮正曲,月上海棠
392.1,156,86,True,True,《月上海棠》,拜月亭,2,南詞,仙呂宮正曲,月上海棠
393.1,126,47,True,True,《三月海棠》,牡丹亭,2,南詞,仙呂宮正曲,三月海棠
393.2,81,49,True,True,《三月海棠》,拜月亭,2,南詞,仙呂宮正曲,三月海棠
394.1,141,55,True,True,《月兒高（攤破月兒高）》,月令承應,2,南詞,仙呂宮正曲,月兒高
395.1,93,30,True,True,《月兒高（攤破月兒高）》,月令承應,2,南詞,仙呂宮正曲,月兒高
395.2,132,56,True,True,《月兒高（攤破月兒高）》,錦香亭,2,南詞,仙呂宮正曲,月兒高
396.1,141,54,True,True,《月兒高（攤破月兒高）》,牡丹亭,2,南詞,仙呂宮正曲,月兒高
397.1,185,75,True,True,《長拍》,勸善金科,2,南詞,仙呂宮正曲,長拍
398.1,183,78,True,True,《長拍》,西樓記,2,南詞,仙呂宮正曲,長拍
399.1,199,76,True,True,《長拍》,永團圓,2,南詞,仙呂宮正曲,長拍
400.1,108,45,True,True,《短拍》,勸善金科,2,南詞,仙呂宮正曲,短拍
401.1,111,46,True,True,《短拍》,金雀記,2,南詞,仙呂宮正曲,短拍
402.1,122,45,True,True,《短拍》,紫釵記,2,南詞,仙呂宮正曲,短拍
403.1,174,97,True,True,《八聲甘州（瀟瀟雨）》,月令承應,2,南詞,仙呂宮正曲,八聲甘州
403.2,176,97,True,True,《八聲甘州（瀟瀟雨）》,荊釵記,2,南詞,仙呂宮正曲,八聲甘州
404.1,94,54,True,True,《八聲甘州（瀟瀟雨）》,牡丹亭,2,南詞,仙呂宮正曲,八聲甘州
405.1,191,110,True,True,《八聲甘州（瀟瀟雨）》,荊釵記,2,南詞,仙呂宮正曲,八聲甘州
405.2,137,58,True,True,《八聲甘州（瀟瀟雨）》,散曲,2,南詞,仙呂宮正曲,八聲甘州
406.1,94,42,True,True,《川撥棹》,月令承應,2,南詞,仙呂宮正曲,川撥棹
407.1,77,41,True,True,《川撥棹》,連環記,2,南詞,仙呂宮正曲,川撥棹
408.1,111,46,True,True,《川撥棹》,西廂記,2,南詞,仙呂宮正曲,川撥棹
409.1,75,41,True,True,《川撥棹》,浣紗記,2,南詞,仙呂宮正曲,川撥棹
410.1,228,117,True,True,《小揩大》,月令承應,2,南詞,仙呂宮正曲,小揩大
411.1,156,57,True,True,《小揩大》,牡丹亭,2,南詞,仙呂宮正曲,小揩大
411.2,230,114,True,True,《小揩大》,太平錢,2,南詞,仙呂宮正曲,小揩大
441.1,118,62,True,True,《風入松慢》,月令承應,3,南詞,仙呂宮正曲,風入松慢
442.1,84,39,True,True,《風入松慢》,紅梨記,3,南詞,仙呂宮正曲,風入松慢
442.2,78,38,True,True,《風入松慢》,浣紗記,3,南詞,仙呂宮正曲,風入松慢
443.1,126,61,True,True,《風入松（遠山橫）》,月令承應,3,南詞,仙呂宮正曲,風入松
444.1,79,39,True,True,《風入松（遠山橫）》,月令承應,3,南詞,仙呂宮正曲,風入松
444.2,62,32,True,True,《風入松（遠山橫）》,雙紅記,3,南詞,仙呂宮正曲,風入松
445.1,49,24,True,True,《急三鎗》,義俠記,3,南詞,仙呂宮正曲,急三鎗
446.1,45,24,True,True,《急三鎗》,琵琶記,3,南詞,仙呂宮正曲,急三鎗
447.1,85,41,True,True,《五韻美》,月令承應,3,南詞,仙呂宮正曲,五韻美
448.1,64,30,True,True,《解連環（杏梁燕）》,月令承應,3,南詞,仙呂宮正曲,解連環
449.1,65,32,True,True,《解連環（杏梁燕）》,殺狗記,3,南詞,仙呂宮正曲,解連環
449.2,42,25,True,True,《大齋郎》,月令承應,3,南詞,仙呂宮正曲,大齋郎
450.1,60,31,True,True,《大齋郎》,江天雪,3,南詞,仙呂宮正曲,大齋郎
450.2,55,28,True,True,《大齋郎》,拜月亭,3,南詞,仙呂宮正曲,大齋郎
451.1,175,82,True,True,《十五郎》,勸善金科,3,南詞,仙呂宮正曲,十五郎
452.1,105,42,True,True,《十五郎》,梅嶺記,3,南詞,仙呂宮正曲,十五郎
453.1,107,44,True,True,《十五郎》,孤兒記,3,南詞,仙呂宮正曲,十五郎
454.1,175,99,True,True,《一封書（秋江送別）》,勸善金科,3,南詞,仙呂宮正曲,一封書
455.1,74,49,True,True,《一封書（秋江送別）》,琵琶記,3,南詞,仙呂宮正曲,一封書
455.2,58,38,True,True,《一封書（秋江送別）》,散曲,3,南詞,仙呂宮正曲,一封書
456.1,254,109,True,True,《疊字錦》,月令承應,3,南詞,仙呂宮正曲,疊字錦
458.1,249,109,True,True,《疊字錦》,臥冰記,3,南詞,仙呂宮正曲,疊字錦
459.1,141,57,True,True,《疊字錦》,醉菩提,3,南詞,仙呂宮正曲,疊字錦
460.1,90,28,True,True,《疊字錦》,殺狗記,3,南詞,仙呂宮正曲,疊字錦
461.1,71,24,True,True,《疊字錦》,江天雪,3,南詞,仙呂宮正曲,疊字錦
462.1,135,63,True,True,《上馬踢》,月令承應,3,南詞,仙呂宮正曲,上馬踢
462.2,99,32,True,True,《上馬踢》,月令承應,3,南詞,仙呂宮正曲,上馬踢
463.1,151,55,True,True,《蠻江令（鑾江令）》,月令承應,3,南詞,仙呂宮正曲,蠻江令
464.1,89,28,True,True,《蠻江令（鑾江令）》,拜月亭,3,南詞,仙呂宮正曲,蠻江令
465.1,130,61,True,True,《凉草蟲（狼草蟲）》,月令承應,3,南詞,仙呂宮正曲,凉草蟲
466.1,67,31,True,True,《凉草蟲（狼草蟲）》,拜月亭,3,南詞,仙呂宮正曲,凉草蟲
466.2,57,21,True,True,《臘梅花》,月令承應,3,南詞,仙呂宮正曲,臘梅花
467.1,41,24,True,True,《臘梅花》,琵琶記,3,南詞,仙呂宮正曲,臘梅花
467.2,35,22,True,True,《臘梅花》,荊釵記,3,南詞,仙呂宮正曲,臘梅花
468.1,198,96,True,True,《木丫牙（木丫义）》,月令承應,3,南詞,仙呂宮正曲,木丫牙
469.1,122,50,True,True,《木丫牙（木丫义）》,梅嶺記,3,南詞,仙呂宮正曲,木丫牙
470.1,57,29,True,True,《油核桃（油葫蘆）》,月令承應,3,南詞,仙呂宮正曲,油核桃
471.1,64,28,True,True,《油核桃（油葫蘆）》,綵樓記,3,南詞,仙呂宮正曲,油核桃
471.2,59,30,True,True,《油核桃（油葫蘆）》,水滸記,3,南詞,仙呂宮正曲,油核桃
472.1,68,33,True,True,《鴈兒》,散曲,3,南詞,仙呂宮正曲,鴈兒
473.1,50,27,True,True,《鴈兒》,散曲,3,南詞,仙呂宮正曲,鴈兒
473.2,96,46,True,True,《鴈兒舞》,法宮雅奏,3,南詞,仙呂宮正曲,鴈兒舞
474.1,39,23,True,True,《鴈兒舞》,綵樓記,3,南詞,仙呂宮正曲,鴈兒舞
475.1,43,22,True,True,《鴈兒舞》,琵琶記,3,南詞,仙呂宮正曲,鴈兒舞
475.2,36,26,True,True,《光光乍》,月令承應,3,南詞,仙呂宮正曲,光光乍
476.1,45,26,True,True,《光光乍》,釵釧記,3,南詞,仙呂宮正曲,光光乍
476.2,35,26,True,True,《光光乍》,綵樓記,3,南詞,仙呂宮正曲,光光乍
477.1,138,56,True,True,《解三醒》,九九大慶,3,南詞,仙呂宮正曲,解三醒
478.1,138,56,True,True,《解三醒》,荊釵記,3,南詞,仙呂宮正曲,解三醒
478.2,131,52,True,True,《解三醒》,九九大慶,3,南詞,仙呂宮正曲,解三醒
480.1,220,109,True,True,《鍼線箱》,月令承應,3,南詞,仙呂宮正曲,鍼線箱
481.1,116,55,True,True,《鍼線箱》,東墻記,3,南詞,仙呂宮正曲,鍼線箱
482.1,101,48,True,True,《古鍼線箱》,殺狗記,3,南詞,仙呂宮正曲,古鍼線箱
483.1,66,32,True,True,《番鼓兒》,月令承應,3,南詞,仙呂宮正曲,番鼓兒
484.1,65,30,True,True,《番鼓兒》,拜月亭,3,南詞,仙呂宮正曲,番鼓兒
485.1,62,32,True,True,《番鼓兒》,綵樓記,3,南詞,仙呂宮正曲,番鼓兒
486.1,74,40,True,True,《三囑咐》,九九大慶,3,南詞,仙呂宮正曲,三囑咐
486.2,69,36,True,True,《三囑咐》,節孝記,3,南詞,仙呂宮正曲,三囑咐
487.1,158,86,True,True,《黑麻序（蛤蟆序）》,九九大慶,3,南詞,仙呂宮正曲,黑麻序
488.1,127,49,True,True,《黑麻序（蛤蟆序）》,九九大慶,3,南詞,仙呂宮正曲,黑麻序
489.1,160,86,True,True,《黑麻序（蛤蟆序）》,散曲,3,南詞,仙呂宮正曲,黑麻序
490.1,90,44,True,True,《黑麻序（蛤蟆序）》,琵琶記,3,南詞,仙呂宮正曲,黑麻序
491.1,174,96,True,True,《惜奴嬌序》,勸善金科,3,南詞,仙呂宮正曲,惜奴嬌序
492.1,117,56,True,True,《惜奴嬌序》,勸善金科,3,南詞,仙呂宮正曲,惜奴嬌序
492.2,172,86,True,True,《曉行序（夜行船序）》,勸善金科,3,南詞,仙呂宮正曲,曉行序
493.1,106,51,True,True,《曉行序（夜行船序）》,翫江樓,3,南詞,仙呂宮正曲,曉行序
494.1,135,55,True,True,《錦衣香（琴家弄）》,勸善金科,3,南詞,仙呂宮正曲,錦衣香
495.1,84,50,True,True,《錦衣香（琴家弄）》,殺狗記,3,南詞,仙呂宮正曲,錦衣香
497.1,104,56,True,True,《漿水令》,勸善金科,3,南詞,仙呂宮正曲,漿水令
498.1,97,62,True,True,《漿水令》,拜月亭,3,南詞,仙呂宮正曲,漿水令
499.1,88,48,True,True,《花心動序》,金印記,3,南詞,仙呂宮正曲,花心動序
500.1,100,54,True,True,《花心動序》,散曲,3,南詞,仙呂宮正曲,花心動序
501.1,66,30,True,True,《喜還京》,法宮雅奏,3,南詞,仙呂宮正曲,喜還京
501.2,55,29,True,True,《喜還京》,東墻記,3,南詞,仙呂宮正曲,喜還京
502.1,49,30,True,True,《喜還京》,散曲,3,南詞,仙呂宮正曲,喜還京
503.1,43,25,True,True,《勝葫蘆（大河蟹）》,勸善金科,3,南詞,仙呂宮正曲,勝葫蘆
503.2,36,24,True,True,《勝葫蘆（大河蟹）》,浣紗記,3,南詞,仙呂宮正曲,勝葫蘆
504.1,242,106,True,True,《雌雄畫眉》,臥冰記,3,南詞,仙呂宮正曲,雌雄畫眉
505.1,122,45,True,True,《山東劉袞》,臥冰記,3,南詞,仙呂宮正曲,山東劉袞
507.1,62,31,True,True,《五方鬼》,梅嶺記,3,南詞,仙呂宮正曲,五方鬼
507.2,69,29,True,True,《胡女怨》,梅嶺記,3,南詞,仙呂宮正曲,胡女怨
508.1,30,14,True,True,《鐵騎兒（簷前馬）》,勸善金科,3,南詞,仙呂宮正曲,鐵騎兒
508.2,34,18,True,True,《鐵騎兒（簷前馬）》,綈袍記,3,南詞,仙呂宮正曲,鐵騎兒
509.1,98,43,True,True,《醉翁子（醉公子）》,九九大慶,3,南詞,仙呂宮正曲,醉翁子
510.1,157,77,True,True,《醉翁子（醉公子）》,錦香囊,3,南詞,仙呂宮正曲,醉翁子
510.2,91,44,True,True,《醉翁子（醉公子）》,琵琶記,3,南詞,仙呂宮正曲,醉翁子
511.1,49,25,True,True,《僥僥令（彩旗兒）》,勸善金科,3,南詞,仙呂宮正曲,僥僥令
512.1,54,29,True,True,《僥僥令（彩旗兒）》,金雀記,3,南詞,仙呂宮正曲,僥僥令
513.1,69,39,True,True,《綵衣舞》,月令承應,3,南詞,仙呂宮正曲,綵衣舞
514.1,95,49,True,True,《豆葉黃》,勸善金科,3,南詞,仙呂宮正曲,豆葉黃
514.2,84,49,True,True,《豆葉黃》,拜月亭,3,南詞,仙呂宮正曲,豆葉黃
515.1,77,37,True,True,《豆葉黃》,殺狗記,3,南詞,仙呂宮正曲,豆葉黃
516.1,88,58,True,True,《玉嬌枝》,勸善金科,3,南詞,仙呂宮正曲,玉嬌枝
517.1,152,59,True,True,《玉嬌枝》,牡丹亭,3,南詞,仙呂宮正曲,玉嬌枝
518.1,106,56,True,True,《玉嬌枝》,琵琶記,3,南詞,仙呂宮正曲,玉嬌枝
519.1,105,40,True,True,《玉胞肚》,勸善金科,3,南詞,仙呂宮正曲,玉胞肚
520.1,96,40,True,True,《玉胞肚》,金雀記,3,南詞,仙呂宮正曲,玉胞肚
520.2,49,36,True,True,《六么令（綠腰）》,勸善金科,3,南詞,仙呂宮正曲,六么令
521.1,55,38,True,True,《六么令（綠腰）》,琵琶記,3,南詞,仙呂宮正曲,六么令
522.1,61,37,True,True,《么令》,拜月亭,3,南詞,仙呂宮正曲,么令
522.2,102,37,True,True,《么令》,牡丹亭,3,南詞,仙呂宮正曲,么令
524.1,95,51,True,True,《五供養》,勸善金科,3,南詞,仙呂宮正曲,五供養
524.2,118,53,True,True,《五供養》,琵琶記,3,南詞,仙呂宮正曲,五供養
525.1,77,50,True,True,《五供養》,殺狗記,3,南詞,仙呂宮正曲,五供養
526.1,58,42,True,True,《五供養》,白兔記,3,南詞,仙呂宮正曲,五供養
526.2,112,47,True,True,《五供養》,琵琶記,3,南詞,仙呂宮正曲,五供養
528.1,172,68,True,True,《金盞兒》,太平圖,3,南詞,仙呂宮正曲,金盞兒
529.1,261,130,True,True,《金盞兒》,散曲,3,南詞,仙呂宮正曲,金盞兒
531.1,181,91,True,True,《悞佳期》,月令承應,3,南詞,仙呂宮正曲,悞佳期
532.1,117,48,True,True,《悞佳期》,月令承應,3,南詞,仙呂宮正曲,悞佳期
532.2,127,43,True,True,《悞佳期》,拜月亭,3,南詞,仙呂宮正曲,悞佳期
534.1,159,74,True,True,《忒忒令》,太平圖,3,南詞,仙呂宮正曲,忒忒令
534.2,129,58,True,True,《忒忒令》,琵琶記,3,南詞,仙呂宮正曲,忒忒令
535.1,147,70,True,True,《忒忒令》,散曲,3,南詞,仙呂宮正曲,忒忒令
536.1,188,90,True,True,《沉醉東風》,太平圖,3,南詞,仙呂宮正曲,沉醉東風
537.1,180,91,True,True,《沉醉東風》,繡襦記,3,南詞,仙呂宮正曲,沉醉東風
537.2,125,46,True,True,《沉醉東風》,拜月亭,3,南詞,仙呂宮正曲,沉醉東風
538.1,111,56,True,True,《嘉慶子》,太平圖,3,南詞,仙呂宮正曲,嘉慶子
539.1,125,57,True,True,《嘉慶子》,牡丹亭,3,南詞,仙呂宮正曲,嘉慶子
539.2,60,32,True,True,《嘉慶子》,散曲,3,南詞,仙呂宮正曲,嘉慶子
540.1,101,51,True,True,《尹令（么遍）》,太平圖,3,南詞,仙呂宮正曲,尹令
541.1,108,56,True,True,《尹令（么遍）》,拜月亭,3,南詞,仙呂宮正曲,尹令
541.2,120,56,True,True,《尹令（么遍）》,牡丹亭,3,南詞,仙呂宮正曲,尹令
542.1,99,39,True,True,《品令》,太平圖,3,南詞,仙呂宮正曲,品令
543.1,82,36,True,True,《品令》,荊釵記,3,南詞,仙呂宮正曲,品令
543.2,147,78,True,True,《桃紅菊（鶯踏花）》,散曲,3,南詞,仙呂宮正曲,桃紅菊
544.1,71,38,True,True,《桃紅菊（鶯踏花）》,散曲,3,南詞,仙呂宮正曲,桃紅菊
545.1,126,68,True,True,《十二嬌》,太平圖,3,南詞,仙呂宮正曲,十二嬌
545.2,53,34,True,True,《十二嬌》,焚香記,3,南詞,仙呂宮正曲,十二嬌
546.1,92,43,True,True,《元卜算》,太平圖,3,南詞,仙呂宮正曲,元卜算
546.2,45,20,True,True,《元卜算》,散曲,3,南詞,仙呂宮正曲,元卜算
547.1,55,25,True,True,《望梅花》,太平圖,3,南詞,仙呂宮正曲,望梅花
547.2,48,24,True,True,《望梅花》,拜月亭,3,南詞,仙呂宮正曲,望梅花
548.1,170,82,True,True,《雙蝴蝶（兩蝴蝶）》,太平圖,3,南詞,仙呂宮正曲,雙蝴蝶
549.1,174,80,True,True,《雙蝴蝶（兩蝴蝶）》,太平圖,3,南詞,仙呂宮正曲,雙蝴蝶
550.1,212,103,True,True,《雙蝴蝶（兩蝴蝶）》,散曲,3,南詞,仙呂宮正曲,雙蝴蝶
550.2,81,43,True,True,《雙蝴蝶（兩蝴蝶）》,水滸記,3,南詞,仙呂宮正曲,雙蝴蝶
552.1,117,55,True,True,《金娥神曲》,太平圖,3,南詞,仙呂宮正曲,金娥神曲
552.2,68,30,True,True,《金娥神曲》,散曲,3,南詞,仙呂宮正曲,金娥神曲
553.1,70,40,True,True,《賽紅娘》,崑崙索,3,南詞,仙呂宮正曲,賽紅娘
553.2,58,32,True,True,《賽紅娘》,綵樓記,3,南詞,仙呂宮正曲,賽紅娘
554.1,83,46,True,True,《川豆葉》,桃花記,3,南詞,仙呂宮正曲,川豆葉
555.1,200,110,True,True,《晝錦堂》,臥冰記,3,南詞,仙呂宮正曲,晝錦堂
556.1,131,62,True,True,《晝錦堂》,臥冰記,3,南詞,仙呂宮正曲,晝錦堂
